,상대팀,결과
3465,키움,win
3466,두산,lose
3467,KT,win
3468,KT,win
3469,SSG,draw
3470,키움,lose
3471,NC,lose
3472,NC,win
3473,KT,lose
3474,KT,win
3475,두산,win
3476,두산,win
3477,두산,lose
3478,키움,lose
3479,키움,lose
3480,키움,lose
3481,한화,win
3482,한화,win
3483,한화,win
3484,SSG,lose
3485,SSG,lose
3486,SSG,lose
3487,NC,lose
3488,NC,lose
3489,NC,win
3490,롯데,lose
3491,롯데,lose
3492,롯데,lose
3493,LG,win
3494,LG,lose
3495,LG,lose
3496,KIA,win
3497,KIA,win
3498,KT,lose
3499,KT,win
3500,두산,win
3501,두산,win
3502,두산,lose
3503,키움,lose
3504,키움,lose
3505,키움,lose
3506,한화,win
3507,한화,win
3508,한화,win
3509,SSG,lose
3510,SSG,lose
3511,SSG,lose
3512,NC,lose
3513,NC,lose
3514,NC,win
3515,롯데,lose
3516,롯데,lose
3517,롯데,lose
3518,LG,win
3519,LG,lose
3520,LG,lose
3521,KIA,win
3522,KIA,win
3523,KIA,win
3524,NC,lose
3525,NC,win
3526,NC,win
3527,롯데,win
3528,롯데,win
3529,롯데,win
3530,SSG,lose
3531,SSG,win
3532,SSG,win
3534,두산,win
3535,두산,win
3536,한화,lose
3537,한화,win
3538,한화,win
3539,KT,lose
3540,KT,lose
3541,KT,win
3542,KIA,lose
3543,KIA,lose
3544,KIA,lose
3545,LG,lose
3546,LG,lose
3547,LG,win
3548,키움,lose
3549,키움,win
3550,키움,lose
3551,두산,win
3552,두산,lose
3554,롯데,win
3555,롯데,win
3556,롯데,lose
3557,NC,lose
3558,NC,lose
3559,NC,win
3560,LG,lose
3561,LG,win
3562,LG,lose
3563,KIA,lose
3564,KIA,win
3565,KIA,win
3566,키움,lose
3567,키움,lose
3568,키움,lose
3569,한화,lose
3570,한화,win
3571,한화,win
3572,KT,lose
3573,KT,win
3574,KT,lose
3576,NC,lose
3577,NC,lose
3578,LG,lose
3579,LG,lose
3580,LG,lose
3581,SSG,lose
3582,SSG,lose
3583,SSG,lose
3584,KT,lose
3586,KT,lose
3587,키움,lose
3588,키움,lose
3589,키움,win
3590,한화,lose
3591,한화,win
3592,한화,draw
3593,롯데,win
3594,롯데,lose
3595,롯데,draw
3597,두산,lose
3598,두산,win
3599,SSG,win
3600,SSG,lose
3601,SSG,lose
3602,KIA,win
3604,KIA,win
3605,KT,lose
3606,KT,lose
3607,LG,lose
3608,LG,lose
3609,한화,win
3610,한화,win
3612,NC,lose
3613,SSG,lose
3614,SSG,lose
3615,롯데,win
3616,롯데,lose
3617,한화,win
3618,한화,win
3620,SSG,win
3621,KIA,win
3622,KIA,lose
3623,두산,win
3625,키움,win
3626,키움,win
3627,롯데,lose
3628,롯데,win
3629,LG,lose
3630,LG,win
3631,NC,win
3632,NC,lose
3633,두산,win
3634,두산,lose
3635,KIA,win
3636,KIA,win
3637,키움,win
3638,키움,lose
3639,KT,lose
3640,KT,win
3641,KIA,lose
3642,NC,lose
3643,NC,win
3644,두산,win
3645,두산,win
3646,KT,lose
3647,KT,win
3648,두산,lose
3649,두산,win
3650,SSG,win
3651,NC,lose
3652,NC,win
3653,한화,win
3655,한화,lose
3656,LG,lose
3657,LG,lose
3658,LG,lose
3659,SSG,lose
3660,SSG,lose
3661,SSG,win
3662,롯데,win
3663,롯데,lose
3664,롯데,win
3665,키움,win
3666,키움,win
3667,키움,lose
3668,KIA,lose
3669,KIA,lose
3670,KIA,lose
3672,두산,win
3673,두산,win
3674,KT,win
3675,KT,win
3676,KT,win
3677,NC,lose
3678,NC,win
3679,한화,win
3681,한화,lose
3682,LG,lose
3683,LG,lose
3684,LG,lose
3685,SSG,lose
3686,SSG,lose
3687,SSG,win
3688,롯데,win
3689,롯데,lose
3690,롯데,win
3691,키움,win
3692,키움,win
3693,키움,lose
3694,KIA,lose
3695,KIA,lose
3696,KIA,lose
3698,두산,win
3699,두산,win
3700,KT,win
3701,KT,win
3702,KT,win
3703,키움,lose
3704,키움,lose
3705,키움,win
3709,한화,win
3710,한화,lose
3711,한화,lose
3712,LG,win
3713,LG,lose
3714,LG,lose
3715,KIA,lose
3716,KIA,lose
3718,NC,win
3719,NC,lose
3720,NC,win
3721,두산,lose
3722,두산,win
3723,두산,lose
3724,KT,lose
3725,KT,lose
3726,KT,win
3727,SSG,lose
3728,SSG,win
3729,SSG,lose
3730,한화,win
3731,한화,win
3732,한화,lose
3733,NC,win
3734,NC,lose
3735,NC,lose
3736,롯데,lose
3737,롯데,win
3738,롯데,win
3739,LG,lose
3740,LG,lose
3741,LG,lose
3742,KT,lose
3743,KT,lose
3744,KT,win
3745,키움,lose
3746,키움,lose
3747,키움,lose
3748,SSG,lose
3749,SSG,lose
3750,SSG,win
3751,롯데,lose
3752,롯데,lose
3754,한화,lose
3755,한화,lose
3756,한화,win
3757,두산,lose
3758,두산,lose
3759,두산,lose
3761,NC,win
3762,NC,win
3764,KIA,lose
3765,KIA,win
3766,KT,lose
3767,KT,win
3768,KT,lose
3769,SSG,win
3770,SSG,lose
3771,SSG,win
3772,키움,draw
3773,키움,win
3774,키움,win
3775,KIA,lose
3776,KIA,win
3777,KIA,lose
3778,LG,win
3779,LG,win
3780,LG,lose
3781,두산,lose
3782,두산,win
3784,SSG,win
3785,SSG,lose
3786,SSG,lose
3787,LG,win
3788,LG,lose
3789,LG,win
3790,KIA,win
3791,KIA,lose
3792,KIA,win
3793,한화,win
3796,키움,lose
3797,키움,win
3798,키움,win
3801,KT,lose
3802,NC,lose
3803,NC,lose
3804,NC,win
3805,롯데,lose
3806,롯데,win
3807,롯데,lose
3808,두산,lose
3809,두산,win
3810,두산,lose
3811,두산,lose
3812,KIA,win
3813,KT,win
3814,NC,lose
3816,롯데,lose
3817,KT,lose
3819,두산,lose
3820,두산,lose
3822,한화,win
3823,한화,lose
3824,LG,win
3825,NC,win
3826,롯데,lose
3827,롯데,win
3828,롯데,win
3829,롯데,lose
3830,한화,lose
3831,한화,win
3832,KT,win
3833,KIA,lose
3834,KIA,lose
3835,키움,lose
3836,SSG,win
3837,NC,lose
